The online form is easy to use.,"Date of experience: May 04, 2024"
Very straight forward questions &…,Very straight forward questions & answers. Rep was very polite.
Professional courteous service,Professional courteous service. Rep understood our requirements and provided the product that met our needs. Quotation and purchase process was simply and quick.
Excellent phone reps,"Excellent phone reps. Knowledge, humour and capable service. Unusual."
Attitude,Pleasant attitude
The representatives were great,The representatives were great. Just wish there were more agents licensed to sell in Newfoundland to avoid having to go through the application process twice.
Staff was super nice on phone and…,Staff was super nice on phone and answered questions I had. Very helpful.
I found every advisor we spoke to very…,"I found every advisor we spoke to very professional, knowledgeable and friendly. They answered all my questions and helped me with our applications. It was a very smooth process. I will recommend Snowbird to friends and family."
Pleasant and helpful agent,"Date of experience: May 01, 2024"
"Quick, easy and great price.","Found on the internet, easy to navigate the website, questionnaire, quick response and a good price. Will use again next year. Thsnks!"
Fast and simple,Fast and simple. Great pre existing condition coverage
I found that your agent was polite and…,I found that your agent was polite and very reassuring in getting the insurance for my mother.
Customer service was great.,Customer service was great.
The best rates,Once again Snowbird Advisor comes through. A short weekend trip to the US covered at minimal cost.
The advisor who insured me.,"Date of experience: April 23, 2024"
My advisor found coverage for me,"My advisor found coverage for me, That was very satisfying, she was very professional and she is excellent at her job. thank you"
Very good talking to representatives,Very good talking to representatives. Very well informed.
