,score,review,date,pos,neg,neu,compound,year,month
1221,1,Just the assurance that if any health issue arose I would be covered  Reasonably cost ,2022-12-22,0.146,0.0,0.854,0.34,2022,2022-12
1222,1,We found the process of obtaining coverage was very easy and simple to complete ,2023-10-15,0.197,0.0,0.803,0.4927,2023,2023-10
1223,0,Simple to complete and priced right,2021-07-14,0.0,0.0,1.0,0.0,2021,2021-07
1224,1,Feeling secure in the traveling to USA,2020-11-22,0.438,0.0,0.562,0.4404,2020,2020-11
1225,1,easy process to renew,2023-03-10,0.492,0.0,0.508,0.4404,2023,2023-03
1226,0,Service and price,2022-09-16,0.0,0.0,1.0,0.0,2022,2022-09
1227,-1,simple on line application only complaint is pricing not the same with what s on line vs a phone call when confirming,2020-08-02,0.0,0.095,0.905,-0.296,2020,2020-08
1228,1,We bought an insurance for our future trip  The personnel is very knowledgeable and courteous ,2021-03-10,0.203,0.0,0.797,0.552,2021,2021-03
1229,1,Purchasing travel medical was quick and easy and any questions I had were answered by call the number provided  Hope if we have any concerns while away they will be efficiently taken care of and I can provide a   star rating on return ,2022-08-09,0.255,0.0,0.745,0.9001,2022,2022-08
1230,1,Ease of doing business,2021-12-23,0.455,0.0,0.545,0.3612,2021,2021-12
1231,1,The representative that helped us was friendly and quickly pulled up our file and made our new purchase very easy,2023-09-03,0.262,0.0,0.738,0.7501,2023,2023-09
1232,1,I shopped around for insurance and continue to come back to this one for wonderful rates,2020-02-01,0.198,0.0,0.802,0.5719,2020,2020-02
1233,1,fair prices,2021-10-31,0.697,0.0,0.303,0.3182,2021,2021-10
1234,1,Vey easy to fill out forms,2020-10-11,0.367,0.0,0.633,0.4404,2020,2020-10
1235,1,The consultants on the phone are very helpful with answering questions clarifying some of medical jargon  and the prices for travel insurance are coming in lower than their competitors ,2023-08-21,0.096,0.068,0.836,0.2247,2023,2023-08
1236,1,Easy to get a travel insurance quote and it was the cheapest of the   companies I tried  I ended up getting it from Snowbird advisor ,2021-03-04,0.108,0.0,0.892,0.4404,2021,2021-03
1237,1,staff were helpful in explaining benefits  also helpful when asking the health questions  and giving explanations and information when asked,2020-10-12,0.398,0.0,0.602,0.8625,2020,2020-10
1238,1,Jody was very helpful and informative  It was a pleasure dealing with her ,2023-03-13,0.382,0.0,0.618,0.7778,2023,2023-03
1239,1,Good service and value ,2023-12-18,0.726,0.0,0.274,0.6486,2023,2023-12
1240,1,Easy program to follow  Price is good and reviews excellent,2022-11-08,0.576,0.0,0.424,0.8591,2022,2022-11
1241,1,Easy to use  ,2020-01-18,0.592,0.0,0.408,0.4404,2020,2020-01
1242,1,It was easy to complete and affordable ,2022-02-07,0.326,0.0,0.674,0.4404,2022,2022-02
1243,0,Very informative,2021-08-12,0.0,0.0,1.0,0.0,2021,2021-08
1244,1,The price of the cancellation interruption insurance is well below the competition  That is great ,2023-10-26,0.3,0.121,0.58,0.5719,2023,2023-10
1245,1,Person walked me through the application on the phone as it was easier than doing it using an iPhone  Also h hi it a few questions answered  Very professional  The only thing to change would be to reduce the price a bit more ,2023-04-13,0.062,0.0,0.938,0.4215,2023,2023-04
1246,1,Offers the best prices with the best insurance package of all Companies I contacted feel like a valued customer  broke my big toe in March  thought I needed an ex ray  contacted them  were quick to send out forms and opened a claim  turned out I didn t need X ray  cancelled the claim  but was impressed by the quick response ,2022-10-06,0.185,0.048,0.767,0.8641,2022,2022-10
1247,1,Personal  excellent staff  Highly recommend ,2020-07-12,0.684,0.0,0.316,0.7574,2020,2020-07
1248,1,Your rep was very good and patient with her answers to all of our questions ,2021-05-16,0.186,0.0,0.814,0.4927,2021,2021-05
1249,1,Easy online quote for short trip to USA,2022-09-14,0.293,0.0,0.707,0.4404,2022,2022-09
1250,1,Fast  easy and cost effective ,2023-02-10,0.667,0.0,0.333,0.7184,2023,2023-02
1251,1,Easy to use website  Unbeatable rates  And it was very quick and efficient  That was the quickest experience I ve ever had getting travel insurance ,2020-04-23,0.206,0.0,0.794,0.7152,2020,2020-04
1252,1,Very simple questionnaire and process  Best rate I could find  I checked few other insurance companies that offered much higher premiums for the same coverage  Than I came across this company  Highly recommended  I hope I won t have to use it during my trip ,2023-05-30,0.243,0.0,0.757,0.921,2023,2023-05
1253,1,Very thorough  professional and polite  Very knowledgeable representative who made the experience rate   stars  Thank you  Ivan A  Porter,2022-08-04,0.122,0.0,0.878,0.3612,2022,2022-08
1254,1,Service agent was able to retrieve previous files which sped up the process of obtaining a single trip policy  Agent was efficient  professional and explained everything in detail ,2022-04-10,0.094,0.0,0.906,0.4215,2022,2022-04
1255,1,I made many calls for changes to my policy and for information  Agents were always courteous and helpful ,2023-07-11,0.276,0.0,0.724,0.7269,2023,2023-07
1256,1,Quick and easy,2022-07-13,0.592,0.0,0.408,0.4404,2022,2022-07
1257,1,The agent was very knowledgeable and helpful  I have been using Snowbird Insurance for the past   years  I will continue to use them for as long as I can travel ,2020-02-24,0.096,0.0,0.904,0.4703,2020,2020-02
1258,1,Fabulous experience talking to the agent who walked me through the options and best way to purchase travel insurance  Clear  concise  understandable   and ultimately a great price too ,2022-03-10,0.373,0.0,0.627,0.936,2022,2022-03
1259,1,The price was fair and it was easy to apply,2022-02-16,0.394,0.0,0.606,0.6369,2022,2022-02
1260,1,It was the easiest experience I ve ever had getting travel insurance  Your service and your price is better than anybody else,2020-06-10,0.222,0.0,0.778,0.6908,2020,2020-06
1261,1,Easy  efficient online form and questionnaire,2023-11-04,0.588,0.0,0.412,0.6908,2023,2023-11
1262,1,It was straightforward and an easy process when purchasing the Travel Health insurance ,2020-03-27,0.195,0.0,0.805,0.4404,2020,2020-03
1263,1,Haven t had to use the coverage  however  the process to get the coverage was easy  Friendly personnel and very informative  Will def use again in the future ,2020-02-24,0.19,0.0,0.81,0.7269,2020,2020-02
1264,1,Easy to follow instructions  Took no time to purchase ,2023-04-16,0.24,0.182,0.579,0.1779,2023,2023-04
1265,1,The representative Crystal was fantastic and very helpful  especially when my iPhone was problematic regarding financial details,2023-11-15,0.284,0.123,0.593,0.5849,2023,2023-11
1266,1,Always easy to get my quotes,2023-10-04,0.367,0.0,0.633,0.4404,2023,2023-10
1267,0,Home insurance was too expensive ,2022-10-28,0.0,0.0,1.0,0.0,2022,2022-10
1268,1,filling out the travel insurance form online was easy ,2022-04-12,0.266,0.0,0.734,0.4404,2022,2022-04
1269,1,Very easy to enter the information required and review the options that best suited us ,2020-11-08,0.363,0.0,0.637,0.8122,2020,2020-11
1270,0,We chose Snowbird because we are members and have dealt with snow bird insurance  We will be checking again in December for Three months This Winter ,2022-01-28,0.0,0.0,1.0,0.0,2022,2022-01
1271,1,It was quick  easily understood and reasonably priced ,2021-03-18,0.255,0.0,0.745,0.34,2021,2021-03
1272,1,Clear outline of questions to be asked of us Clearly responded to our few questions,2020-11-23,0.29,0.0,0.71,0.6486,2020,2020-11
1273,1,Professional advice  good prices,2022-12-13,0.492,0.0,0.508,0.4404,2022,2022-12
1274,1,Process was easy and everything was explained clearly,2022-01-30,0.483,0.0,0.517,0.6808,2022,2022-01
1275,1,The process to sign up for travel insurance online was very clear  The medical questionary was quite long  but the questions were very clear and easy to answer ,2023-06-16,0.286,0.0,0.714,0.8759,2023,2023-06
1276,1,Easy to navigate website ,2023-06-06,0.492,0.0,0.508,0.4404,2023,2023-06
1277,0,Convenient and thorough,2021-08-01,0.0,0.0,1.0,0.0,2021,2021-08
1278,1,The agent was most helpful and gave me exactly what I was looking for  Very knowledgeable  polite  professional ,2022-12-10,0.154,0.0,0.846,0.4754,2022,2022-12
1279,1,The rep was courteous and professional and the price was better than travel insurance we previously had with Manulife ,2022-10-03,0.267,0.0,0.733,0.7351,2022,2022-10
1280,1,I called customer service to have some questions answered and it was great to speak to someone who I could understand  did not have a strong foreign accent   The reps answered all may questions and gave suitable recommendations based on options available ,2023-07-11,0.088,0.058,0.855,0.3395,2023,2023-07
1281,1,Always helpful  knowledgeable people  Very friendly and way to deal with ,2023-12-12,0.411,0.0,0.589,0.7425,2023,2023-12
1282,0,Price is right,2020-04-05,0.0,0.0,1.0,0.0,2020,2020-04
1283,-1,First person hung up on me  Must be a horrible job having to repeat all those questions over and over  Cancelation was a rediculous price so I don t take it  Ashley filled me in on all I needed to know for medical,2023-01-16,0.0,0.077,0.923,-0.5423,2023,2023-01
1284,1,Amazing service and knowledgeable agents  My only place to purchase travel insurance,2023-01-06,0.257,0.0,0.743,0.5859,2023,2023-01
1285,1,The agent was helpful and efficient,2023-08-04,0.583,0.0,0.417,0.6808,2023,2023-08
1286,1,Easy to use online system,2023-02-17,0.42,0.0,0.58,0.4404,2023,2023-02
1287,1,It s easy to use and reasonably priced ,2022-03-24,0.293,0.0,0.707,0.4404,2022,2022-03
1288,1,The staff you have are fantastic  I wish every service provider was this good  I recommend Snowbird to all my boomer friends  Keep your HR they re doing something right  Thanks Rob and Doreen,2021-05-05,0.373,0.074,0.554,0.927,2021,2021-05
1289,1,A bit difficult to navigate the legal language but overall it appears ok  Proof will be if we ever need to access a claim     It would be easier to renew rather than going through a new policy each year ,2021-03-27,0.174,0.039,0.787,0.7184,2021,2021-03
1290,-1,Lower price for the same coverage ,2020-06-13,0.0,0.306,0.694,-0.296,2020,2020-06
1291,1,Great insurance and good price,2020-06-30,0.7,0.0,0.3,0.7906,2020,2020-06
1292,1,Lady I spoke to was very courteous and helped explain one of the questions I had a problem with,2021-04-13,0.154,0.116,0.73,0.2247,2021,2021-04
1293,1,Easy to purchase with online questions  no need to call someone  online page can be saved while you check previous pages before completing purchase,2022-06-28,0.197,0.076,0.727,0.5423,2022,2022-06
1294,1,Well explained  thorough questionaire  good service ,2022-01-04,0.556,0.0,0.444,0.6124,2022,2022-01
1295,1,Very helpful telephone assistance  easy on line application form,2022-04-02,0.461,0.0,0.539,0.7178,2022,2022-04
1296,1,Nice and courteous staff ,2022-08-01,0.753,0.0,0.247,0.7269,2022,2022-08
1297,1,Had a couple of questions and called your number and Crystal was great to deal with  Very helpful and pleasant ,2020-01-07,0.43,0.0,0.57,0.9013,2020,2020-01
1298,1,Had travel insurance with you last year but still compared pricing with others  Your still the best  And it was easy to answer the questions online  make a selection  and pay the premium  I printed off the policy which includes my plan information card style for my travel ,2020-11-25,0.172,0.028,0.8,0.8765,2020,2020-11
1299,1,The agent I spoke to on the phone was very friendly and helpful,2022-02-13,0.373,0.0,0.627,0.762,2022,2022-02
1300,1,As always your rates are very competitive  hence our continued use of your organization for the past several years  The service associated with your organization is excellent ,2020-05-30,0.185,0.0,0.815,0.6901,2020,2020-05
1301,-1,When I called to asked for quote the representative who answered the call sounds tired and not in a enthusiastic mood anymore  It appears she doesn t want to answer the call anymore specially if your not going to purchase the plan ,2023-01-13,0.028,0.121,0.851,-0.6402,2023,2023-01
1302,1,So easy to use and get instant quote and purchase coverage quickly ,2020-05-26,0.225,0.0,0.775,0.4927,2020,2020-05
1303,-1,The Snowbird consultant was very knowledgeable and helpful  The only problem we had was the breaking up of the connection  Not sure what the cause was ,2023-11-05,0.1,0.152,0.749,-0.1527,2023,2023-11
1304,1,Fast  easy  convenient and great coverage,2022-07-03,0.636,0.0,0.364,0.7906,2022,2022-07
1305,1,I was very pleased with my initial transaction but I think service could be improved with the app recognizing a returning client to streamline the process with information already on file,2023-08-01,0.177,0.0,0.823,0.7389,2023,2023-08
